id,userId,symbol,entryPrice,exitPrice,quantity,entryDate,exitDate,pnl,R,description,imageUrl,imageFilename,public_image_url,strategyId,strategyName,properEntry,alignedWithTrend,followedTpPlan,properConditions,properSize,createdAt,updatedAt
cmme9cnc70003dwgwznvx9sib,cmcz0d0y40002bob5g3uxois9,AAPL,400,479,1,2026-03-05T05:00:00.000Z,2026-03-05T05:00:00.000Z,79,1,"Chased it a bit on first entry, but got a trim and then stopped at break even. Then waited patiently for a proper entry at 260 and re-entered with proper size. Perfect execution, except took second trim too soon on the full size entry.",/uploads/image-1772763054343-664241185.png,image-1772763054343-664241185.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772763054343-664241185.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-03-06T02:10:54.631Z,2026-03-06T02:10:54.631Z
cmme919u70001dwgwpmwcx115,cmcz0d0y40002bob5g3uxois9,SPY,120,3,1,2026-03-05T05:00:00.000Z,2026-03-05T05:00:00.000Z,-117,-1,"Had the right idea here, just got in a little too early because it was unclear where the stop should be. Makes it hard to take the trade, but the idea was correct. Need to keep that in mind for the future. Took a second entry on the next candle after it held it with a wick, but got stopped again, because it was unclear where the stop was.",/uploads/image-1772762523592-873173156.png,image-1772762523592-873173156.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772762523592-873173156.png,cmeas93x40001c62lktkspqv6,Reclaim,true,true,true,true,true,2026-03-06T02:02:03.915Z,2026-03-06T02:06:34.622Z
cmmcw6qlg000d1zdsnbozwbnf,cmcz0d0y40002bob5g3uxois9,SPY,100,68,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,-32,-1,"Not a smart trade, too late in the day and price was moving way too slow. However, risk was tight, I guess the set up was there, so can't be mad. Losses happen.",/uploads/image-1772680477441-382525495.png,image-1772680477441-382525495.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772680477441-382525495.png,cmcz0m62d0008bob5kppr9l7a,Breakout,true,true,true,true,true,2026-03-05T03:14:37.730Z,2026-03-05T03:14:37.730Z
cmmcw3gsi000b1zdshskn8g1u,cmcz0d0y40002bob5g3uxois9,SPY,100,203,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,103,2,"One of the best trades i've taken in a while because I followed rules perfectly. Good entry, size, and position management.",/uploads/image-1772680324785-584604133.png,image-1772680324785-584604133.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772680324785-584604133.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-03-05T03:12:05.058Z,2026-03-05T03:12:05.058Z
cmmcw1zzv00091zdsnf2mcozg,cmcz0d0y40002bob5g3uxois9,QQQ,100,165,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,65,1,"Usually not a set up I would take, but had the right intentions going in which was to scalp it. I had a good entry and managed it well.",/uploads/image-1772680256321-602979128.png,image-1772680256321-602979128.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772680256321-602979128.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-03-05T03:10:56.634Z,2026-03-05T03:10:56.634Z
cmmcuxt2r00071zdsbofdtnya,cmcz0d0y40002bob5g3uxois9,SPY,100,60,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,-40,-1,"Another stupid trade, there was nothing about the chart or any chart that said go short. Atleast risk was managed.",/uploads/image-1772678381129-909801862.png,image-1772678381129-909801862.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772678381129-909801862.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-03-05T02:39:41.427Z,2026-03-05T02:39:41.427Z
cmmcuw6f100051zds84b2ch6d,cmcz0d0y40002bob5g3uxois9,SPY,100,6,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,-94,-1,My worst trade in a while. Entered at 2.8 when I knew the trade wasn't invalidated until cons were at 2.2. Terrible decision there and paid for it with my biggest loss in a while.,/uploads/image-1772678305126-971595979.png,image-1772678305126-971595979.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772678305126-971595979.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-03-05T02:38:25.405Z,2026-03-05T02:38:25.405Z
cmmcutmri00031zdsk5jaoubu,cmcz0d0y40002bob5g3uxois9,AMZN,100,182,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,82,1,"Great trade, not the best entry so couldn't get perfect size. Sold way too early, complete numb skull move.",/uploads/image-1772678186329-243669417.png,image-1772678186329-243669417.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772678186329-243669417.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-03-05T02:36:26.622Z,2026-03-05T02:36:26.622Z
cmmcufzhu00011zdswsdhfx3g,cmcz0d0y40002bob5g3uxois9,META,100,55,1,2026-03-04T05:00:00.000Z,2026-03-04T05:00:00.000Z,-45,-1,"This was a whim wham under 660, META broke out with volume, attracted longs, and then fell back below it. I got filled at a good price but the contracts were extremely spready and volatile. Sold after it failed to confirm under 660. Did a good job not getting filled again while it looked tempting.",/uploads/image-1772677549591-44327291.png,image-1772677549591-44327291.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772677549591-44327291.png,cme7b19xy0001zit5cce1yq3e,Breakdown,true,true,true,true,true,2026-03-05T02:25:49.929Z,2026-03-05T02:25:49.929Z
cmmbcaoie000314ieybirzuzq,cmcz0d0y40002bob5g3uxois9,SPY,100,126,1,2026-03-03T05:00:00.000Z,2026-03-03T05:00:00.000Z,26,0,"Got in a scalp after some bearish price action, got a trim, sold runner at break even. Should have held that last contract because the chart still looked good. Ended up getting back in at a bad average, and then sold that one too.",/uploads/image-1772586602825-612412522.png,image-1772586602825-612412522.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772586602825-612412522.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-03-04T01:10:03.158Z,2026-03-04T01:10:03.158Z
cmmbc7luq000114iezvwtcc13,cmcz0d0y40002bob5g3uxois9,SPY,100,49,1,2026-03-03T05:00:00.000Z,2026-03-03T05:00:00.000Z,-51,-1,"Even tho its counter trend was willing to take this bounce because it was a huge level, just wanted to see if I could get a knee jerk reaction. Once there was no reaction I sold. Should have waited a bit for first entry, but overall average was good",/uploads/image-1772586459439-882514456.png,image-1772586459439-882514456.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772586459439-882514456.png,cmdz79y5h00055oyh547plj52,Bounce,true,true,true,true,true,2026-03-04T01:07:39.743Z,2026-03-04T01:07:39.743Z
cmm9tcr2k000314m17x6n5h7b,cmcz0d0y40002bob5g3uxois9,SPY,100,36,1,2026-03-02T05:00:00.000Z,2026-03-02T05:00:00.000Z,-64,-1,"Got in before the wick, as far as entry and execution go this trade was fine, but I should have waited for a better set up. Jumped the gun a bit, got too excited.",/uploads/image-1772494320475-22329777.png,image-1772494320475-22329777.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772494320475-22329777.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-03-02T23:32:00.906Z,2026-03-02T23:32:00.906Z
cmm9tf1yb000514m14hj3rk7f,cmcz0d0y40002bob5g3uxois9,NVDA,100,159,1,2026-03-02T05:00:00.000Z,2026-03-02T05:00:00.000Z,59,1,"Picture perfect entry, one of the best i've ever had. However I was undersized, should have had another contract since risk was so tight. Sold the last contract early because i had to leave for class, and there was a lot of theta decay.",/uploads/image-1772494427942-309944361.png,image-1772494427942-309944361.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772494427942-309944361.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-03-02T23:33:48.323Z,2026-03-02T23:33:48.323Z
cmm9qx7e9000114m1f91z1pum,cmcz0d0y40002bob5g3uxois9,SPY,100,42,1,2026-03-02T05:00:00.000Z,2026-03-02T05:00:00.000Z,-58,,"Testing the gap fill rejection. Trimmed a piece at 6-7%, got stopped on the rest. Got in after candle started wicking, before it turned red.",/uploads/image-1772490235991-954455473.png,image-1772490235991-954455473.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772490235991-954455473.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-03-02T22:23:56.330Z,2026-03-02T22:23:56.330Z
cmm47qkia000512pxa8jkhecu,cmcz0d0y40002bob5g3uxois9,NVDA,100,138,1,2026-02-24T05:00:00.000Z,2026-02-24T05:00:00.000Z,38,0,"Great set up, just wrong execution. I should have just held the strong name, instead sold for a stupid trade on SPY. Fear of trade going red, having a bad day lead me to make that wrong read on SPY",/uploads/image-1772155682864-747054337.png,image-1772155682864-747054337.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772155682864-747054337.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-27T01:28:03.153Z,2026-03-01T18:36:35.474Z
cmm47yhm1000912pxxt2mxua5,cmcz0d0y40002bob5g3uxois9,SPY,10,6,1,2026-02-24T05:00:00.000Z,2026-02-24T05:00:00.000Z,-4,0,"Terrible trade not sure what I was doing, I don't take these set ups.",/uploads/image-1772156052359-190040282.png,image-1772156052359-190040282.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772156052359-190040282.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-02-27T01:34:12.650Z,2026-02-27T01:34:12.650Z
cmm47trs9000712pxlbtwsty9,cmcz0d0y40002bob5g3uxois9,SPY,100,29,1,2026-02-24T05:00:00.000Z,2026-02-24T05:00:00.000Z,-71,-1,"Tried trading the lower low formation under 684, but market was too strong. Should not be looking to short unless we are under VWAP or clearly have exhausted the trend",/uploads/image-1772155832259-883859928.png,image-1772155832259-883859928.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772155832259-883859928.png,cme7b19xy0001zit5cce1yq3e,Breakdown,true,true,true,true,true,2026-02-27T01:30:32.553Z,2026-02-27T01:30:32.553Z
cmm46kfxn000312pxvd600p5j,cmcz0d0y40002bob5g3uxois9,NFLX,100,30,1,2026-02-24T05:00:00.000Z,2026-02-24T05:00:00.000Z,-70,-1,"Nice strong chart with low volume retest of key level, just didn't work out.",/uploads/image-1772153717380-169332157.png,image-1772153717380-169332157.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772153717380-169332157.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-27T00:55:17.675Z,2026-02-27T00:55:17.675Z
cmm46awnj000112pxuh0x42qz,cmcz0d0y40002bob5g3uxois9,AMD,100,180,1,2026-02-24T05:00:00.000Z,2026-02-24T05:00:00.000Z,80,1,"Entered with rav, didn't realize how volatile it was, ended up getting 25% in seconds and took profit. Super high risk, should not have taken the trade in hindsight but it worked out.",/uploads/image-1772153272454-408611106.png,image-1772153272454-408611106.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1772153272454-408611106.png,cmdz79y5h00055oyh547plj52,Bounce,true,true,true,true,true,2026-02-27T00:47:52.779Z,2026-02-27T00:47:52.779Z
cmlzyjtt80009ths5xy212lfx,cmcz0d0y40002bob5g3uxois9,AAPL,100,62,1,2026-02-23T05:00:00.000Z,2026-02-23T05:00:00.000Z,-38,-1,"Got spooked out of this good position because news came out, spy dumped. AAPL never broke structure tho, should have stayed in. Hesitated again on entry",/uploads/image-1771898387074-463501571.png,image-1771898387074-463501571.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771898387074-463501571.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-24T01:59:47.372Z,2026-02-24T01:59:47.372Z
cmlzxwyf20007ths58s4kui3o,cmcz0d0y40002bob5g3uxois9,AAPL,100,48,1,2026-02-23T05:00:00.000Z,2026-02-23T05:00:00.000Z,-52,-1,"AAPL relatively strong name, holding support while SPY was tapping demand. Sold too early, didn't respect stop, and hesitated on entry.",/uploads/image-1771897319956-544726601.png,image-1771897319956-544726601.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771897319956-544726601.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-24T01:42:00.254Z,2026-02-24T01:42:00.254Z
cmlzxihkl0005ths5vvsmjtaz,cmcz0d0y40002bob5g3uxois9,SPY,100,130,1,2026-02-23T05:00:00.000Z,2026-02-23T05:00:00.000Z,30,0,"Went too light, hesitated at entry. This was a great setup, should have had more conviction. Sold one at intraday structure, and then sold the second one way too early, left everything on the table.",,,,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-24T01:30:45.235Z,2026-02-24T01:30:45.235Z
cmlzwgq5v0003ths50nigb3tq,cmcz0d0y40002bob5g3uxois9,TSLA,437,464,1,2026-02-23T05:00:00.000Z,2026-02-23T05:00:00.000Z,27,0,"Got in half size early, ended up going ~15% but stopped out as SPY touched 686 and TSLA started to bounce. Should have watched for a re-entry or retest though. Missed a really nice set up about an hour later at the same level.",/uploads/image-1771894883114-25376807.png,image-1771894883114-25376807.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771894883114-25376807.png,cme7b19xy0001zit5cce1yq3e,Breakdown,true,true,true,true,true,2026-02-24T01:01:23.442Z,2026-02-24T01:01:23.442Z
cmly399iz0001ths57w717sqg,cmcz0d0y40002bob5g3uxois9,AAPL,100,153,1,2026-02-19T05:00:00.000Z,2026-02-19T05:00:00.000Z,53,0,"Good set up, nice hourly break and retest holding key level. SPY was at demand and holding it. Only problem was that I hesitated and got a much worse fill than I should have, with less size. Didn't have enough conviction.",/uploads/image-1771785359964-381562244.png,image-1771785359964-381562244.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771785359964-381562244.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-22T18:36:00.249Z,2026-02-22T18:36:00.249Z
cmltjj6r30009svhe9bg5ymb6,cmcz0d0y40002bob5g3uxois9,TSLA,300,285,1,2026-02-18T05:00:00.000Z,2026-02-18T05:00:00.000Z,-15,0,"Tried the TSLA trade again, not a set up I would normally take, but risk was so tight I figured I may as well follow it with unrav.",/uploads/image-1771510365857-67110634.png,image-1771510365857-67110634.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771510365857-67110634.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-19T14:12:46.191Z,2026-02-19T14:12:46.191Z
cmltjhnzz0007svhekn3iadb1,cmcz0d0y40002bob5g3uxois9,SPY,190,200,1,2026-02-18T05:00:00.000Z,2026-02-18T05:00:00.000Z,10,0,"This was actually not a bad idea, but lost patience on it and sold. Shortly after it offered a great lower high opportunity that I missed. Entry was not ideal though.",/uploads/image-1771510294918-6230962.png,image-1771510294918-6230962.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771510294918-6230962.png,cmcz0h6vf0004bob55i409t6t,Reject,true,true,true,true,true,2026-02-19T14:11:35.232Z,2026-02-19T14:11:35.232Z
cmltjet7l0005svhep2zzg8qz,cmcz0d0y40002bob5g3uxois9,TSLA,300,320,1,2026-02-18T05:00:00.000Z,2026-02-18T05:00:00.000Z,20,0,"Very nice setup, break and retest over resistence. Got a good entry and got a trim off, unfortunately did not get any follow through so had to stop at break even for a small win.",/uploads/image-1771510161723-861139732.png,image-1771510161723-861139732.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771510161723-861139732.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-19T14:09:22.015Z,2026-02-19T14:09:22.015Z
cmltjcyu70003svhelg50r2y6,cmcz0d0y40002bob5g3uxois9,SPY,300,280,1,2026-02-18T05:00:00.000Z,2026-02-18T05:00:00.000Z,-20,0,"Another trade I shouldn't have got in, but atleast risk was tight.",/uploads/image-1771510075676-772240111.png,image-1771510075676-772240111.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771510075676-772240111.png,cmdz79y5h00055oyh547plj52,Bounce,true,true,true,true,true,2026-02-19T14:07:55.997Z,2026-02-19T14:07:55.997Z
cmltjawmh0001svhezfz9if09,cmcz0d0y40002bob5g3uxois9,SPY,10,5,1,2026-02-18T05:00:00.000Z,2026-02-18T05:00:00.000Z,-5,0,"Was messing around late in the day, no real reason to take this trade. Looked ok on the 15m chart, but this was not high probability.",/uploads/image-1771509979511-749644815.png,image-1771509979511-749644815.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771509979511-749644815.png,cmdz79y5h00055oyh547plj52,Bounce,true,true,true,true,true,2026-02-19T14:06:19.812Z,2026-02-19T14:06:19.812Z
cmls39jzh00032ia9yb1tz8j8,cmcz0d0y40002bob5g3uxois9,SPY,400,353,1,2026-02-17T05:00:00.000Z,2026-02-17T05:00:00.000Z,-47,0,"Wasn't a terrible set up but definitely not A+. Was playing the breakdown below 676. Had good risk, stopped out of half size at 11%.",/uploads/image-1771422576414-929723309.png,image-1771422576414-929723309.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771422576414-929723309.png,cme7b19xy0001zit5cce1yq3e,Breakdown,true,true,true,true,true,2026-02-18T13:49:36.749Z,2026-02-18T13:49:36.749Z
cmls3770500012ia9pk1ezh16,cmcz0d0y40002bob5g3uxois9,SPY,300,413,1,2026-02-17T05:00:00.000Z,2026-02-17T05:00:00.000Z,113,1,"Market started forming a base and higher low at demand along with beta names. Went long, took quick first trim due to counter trend, and sold rest into VWAP",/uploads/image-1771422466243-403184438.png,image-1771422466243-403184438.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771422466243-403184438.png,cmdz79y5h00055oyh547plj52,Bounce,true,true,true,true,true,2026-02-18T13:47:46.609Z,2026-02-18T13:47:46.609Z
cmlo2rmce0005c5043h2drb7g,cmcz0d0y40002bob5g3uxois9,AAPL,300,287,1,2026-02-13T05:00:00.000Z,2026-02-13T05:00:00.000Z,-13,0,"Tried the break and retest below 260, but didn't like price action and got out around breakeven.",/uploads/image-1771179875026-143289699.png,image-1771179875026-143289699.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771179875026-143289699.png,cme7b19xy0001zit5cce1yq3e,Breakdown,true,true,true,true,true,2026-02-15T18:24:35.294Z,2026-02-15T18:24:35.294Z
cmlo2pml90003c5040vbmhod8,cmcz0d0y40002bob5g3uxois9,TSLA,300,290,1,2026-02-13T05:00:00.000Z,2026-02-13T05:00:00.000Z,-10,0,"TSLA was holding 414 key demand, SPY was strong. Got in and got out, conditions weren't the best did not want to re-enter",/uploads/image-1771179781984-737369298.png,image-1771179781984-737369298.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771179781984-737369298.png,cmdz79y5h00055oyh547plj52,Bounce,true,true,true,true,true,2026-02-15T18:23:02.301Z,2026-02-15T18:23:02.301Z
cmlo2ns140001c504xklw4vrq,cmcz0d0y40002bob5g3uxois9,AMZN,300,332,1,2026-02-13T05:00:00.000Z,2026-02-13T05:00:00.000Z,32,0,"Stayed patient and found a good set up. got a good entry, didn't get much follow through, saw 15% at highs.",/uploads/image-1771179695753-523672658.png,image-1771179695753-523672658.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1771179695753-523672658.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-15T18:21:36.037Z,2026-02-15T18:21:36.037Z
cmlk98c7c00033v7fvm3t3agf,cmcz0d0y40002bob5g3uxois9,TSLA,307,271,1,2026-02-10T05:00:00.000Z,2026-02-10T05:00:00.000Z,-36,0,Didn't follow entry rules again => didn't get proper size => didn't get trims off => sold for small loss. Proper entry is everything.,/uploads/image-1770948868016-270460935.png,image-1770948868016-270460935.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1770948868016-270460935.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-13T02:14:28.296Z,2026-02-13T02:14:28.296Z
cmlk9dshe00073v7fn1cosvua,cmcz0d0y40002bob5g3uxois9,AMZN,100,121,1,2026-02-10T05:00:00.000Z,2026-02-10T05:00:00.000Z,21,0,"Should not have got in here, got in off FOMO and needed to win a trade. Got scared and sold early.",/uploads/image-1770949122400-723171237.png,image-1770949122400-723171237.png,https://ztioxennvavttumkaidv.supabase.co/storage/v1/object/public/trade%20screenshots/image-1770949122400-723171237.png,cmdz73q5o00015oyh38w6i4s8,Break N Retest,true,true,true,true,true,2026-02-13T02:18:42.674Z,2026-02-13T02:18:42.674Z
